76	1	4	OC	3	30	20	1
77	2	4	OC	3	30	20	1
78	3	4	OC	3	30	20	1
79	4	4	OC	3	30	20	1
80	5	4	OC	3	30	20	1
81	6	4	OC	3	30	20	1
82	7	4	OC	3	30	20	1
83	8	4	OC	3	30	20	1
84	9	4	OC	3	30	20	1
85	10	4	TCO	12	80	50	2
86	11	4	TCO	13	80	50	2
87	12	4	TCO	6	80	50	2
88	13	4	TCO	4	80	50	2
89	14	4	TEI	14	100	50	2
90	15	4	TEI	2	100	50	2
91	16	4	TEI	1	100	50	2
92	17	4	DE	4	50	30	1
93	18	4	DE	4	50	30	1
94	19	4	DE	4	50	30	1
95	20	4	DE	4	50	30	1
96	21	4	DE	4	50	30	1
97	22	4	DE	4	50	30	1
98	23	4	DE	4	50	30	1
99	24	4	DE	4	50	30	1
100	25	4	DE	4	50	30	1
101	1	5	OC	3	30	20	1
102	2	5	OC	3	30	20	1
103	3	5	OC	3	30	20	1
104	4	5	OC	3	30	20	1
105	5	5	OC	3	30	20	1
106	6	5	OC	3	30	20	1
107	7	5	OC	3	30	20	1
108	8	5	OC	3	30	20	1
109	9	5	OC	3	30	20	1
110	10	5	TCO	12	80	50	2
111	11	5	TCO	13	80	50	2
112	12	5	TCO	6	80	50	2
113	13	5	TCO	4	80	50	2
114	14	5	TEI	14	100	50	2
115	15	5	TEI	2	100	50	2
116	16	5	TEI	1	100	50	2
117	17	5	DE	4	50	30	1
118	18	5	DE	4	50	30	1
119	19	5	DE	4	50	30	1
120	20	5	DE	4	50	30	1
121	21	5	DE	4	50	30	1
122	22	5	DE	4	50	30	1
123	23	5	DE	4	50	30	1
124	24	5	DE	4	50	30	1
125	25	5	DE	4	50	30	1
126	1	6	OC	3	30	20	1
127	2	6	OC	3	30	20	1
128	3	6	OC	3	30	20	1
129	4	6	OC	3	30	20	1
130	5	6	OC	3	30	20	1
131	6	6	OC	3	30	20	1
132	7	6	OC	3	30	20	1
133	8	6	OC	3	30	20	1
134	9	6	OC	3	30	20	1
135	10	6	TCO	12	80	50	2
136	11	6	TCO	13	80	50	2
137	12	6	TCO	6	80	50	2
138	13	6	TCO	4	80	50	2
139	14	6	TEI	14	100	50	2
140	15	6	TEI	2	100	50	2
141	16	6	TEI	1	100	50	2
142	17	6	DE	4	50	30	1
143	18	6	DE	4	50	30	1
144	19	6	DE	4	50	30	1
145	20	6	DE	4	50	30	1
146	21	6	DE	4	50	30	1
147	22	6	DE	4	50	30	1
148	23	6	DE	4	50	30	1
149	24	6	DE	4	50	30	1
150	25	6	DE	4	50	30	1
151	1	7	OC	3	30	20	1
152	2	7	OC	3	30	20	1
153	3	7	OC	3	30	20	1
154	4	7	OC	3	30	20	1
155	5	7	OC	3	30	20	1
156	6	7	OC	3	30	20	1
157	7	7	OC	3	30	20	1
158	8	7	OC	3	30	20	1
159	9	7	OC	3	30	20	1
160	10	7	TCO	12	80	50	2
161	11	7	TCO	13	80	50	2
162	12	7	TCO	6	80	50	2
163	13	7	TCO	4	80	50	2
164	14	7	TEI	14	100	50	2
165	15	7	TEI	2	100	50	2
166	16	7	TEI	1	100	50	2
167	17	7	DE	4	50	30	1
168	18	7	DE	4	50	30	1
169	19	7	DE	4	50	30	1
170	20	7	DE	4	50	30	1
171	21	7	DE	4	50	30	1
172	22	7	DE	4	50	30	1
173	23	7	DE	4	50	30	1
174	24	7	DE	4	50	30	1
175	25	7	DE	4	50	30	1
176	1	8	OC	3	30	20	1
177	2	8	OC	3	30	20	1
178	3	8	OC	3	30	20	1
179	4	8	OC	3	30	20	1
180	5	8	OC	3	30	20	1
181	6	8	OC	3	30	20	1
182	7	8	OC	3	30	20	1
183	8	8	OC	3	30	20	1
184	9	8	OC	3	30	20	1
185	10	8	TCO	12	80	50	2
186	11	8	TCO	13	80	50	2
187	12	8	TCO	6	80	50	2
188	13	8	TCO	4	80	50	2
189	14	8	TEI	14	100	50	2
190	15	8	TEI	2	100	50	2
191	16	8	TEI	1	100	50	2
192	17	8	DE	4	50	30	1
193	18	8	DE	4	50	30	1
194	19	8	DE	4	50	30	1
195	20	8	DE	4	50	30	1
196	21	8	DE	4	50	30	1
197	22	8	DE	4	50	30	1
198	23	8	DE	4	50	30	1
199	24	8	DE	4	50	30	1
200	25	8	DE	4	50	30	1
201	1	9	OC	3	30	20	1
202	2	9	OC	3	30	20	1
203	3	9	OC	3	30	20	1
204	4	9	OC	3	30	20	1
205	5	9	OC	3	30	20	1
206	6	9	OC	3	30	20	1
207	7	9	OC	3	30	20	1
208	8	9	OC	3	30	20	1
209	9	9	OC	3	30	20	1
210	10	9	TCO	12	80	50	2
211	11	9	TCO	13	80	50	2
212	12	9	TCO	6	80	50	2
213	13	9	TCO	4	80	50	2
214	14	9	TEI	14	100	50	2
215	15	9	TEI	2	100	50	2
216	16	9	TEI	1	100	50	2
217	17	9	DE	4	50	30	1
218	18	9	DE	4	50	30	1
219	19	9	DE	4	50	30	1
220	20	9	DE	4	50	30	1
221	21	9	DE	4	50	30	1
222	22	9	DE	4	50	30	1
223	23	9	DE	4	50	30	1
224	24	9	DE	4	50	30	1
225	25	9	DE	4	50	30	1
226	1	10	OC	3	30	20	1
227	2	10	OC	3	30	20	1
228	3	10	OC	3	30	20	1
229	4	10	OC	3	30	20	1
230	5	10	OC	3	30	20	1
231	6	10	OC	3	30	20	1
232	7	10	OC	3	30	20	1
233	8	10	OC	3	30	20	1
234	9	10	OC	3	30	20	1
235	10	10	TCO	12	80	50	2
236	11	10	TCO	13	80	50	2
237	12	10	TCO	6	80	50	2
238	13	10	TCO	4	80	50	2
239	14	10	TEI	14	100	50	2
240	15	10	TEI	2	100	50	2
241	16	10	TEI	1	100	50	2
242	17	10	DE	4	50	30	1
243	18	10	DE	4	50	30	1
244	19	10	DE	4	50	30	1
245	20	10	DE	4	50	30	1
246	21	10	DE	4	50	30	1
247	22	10	DE	4	50	30	1
248	23	10	DE	4	50	30	1
249	24	10	DE	4	50	30	1
250	25	10	DE	4	50	30	1
251	1	11	OC	3	30	20	1
252	2	11	OC	3	30	20	1
253	3	11	OC	3	30	20	1
254	4	11	OC	3	30	20	1
255	5	11	OC	3	30	20	1
256	6	11	OC	3	30	20	1
257	7	11	OC	3	30	20	1
258	8	11	OC	3	30	20	1
259	9	11	OC	3	30	20	1
260	10	11	TCO	12	80	50	2
261	11	11	TCO	13	80	50	2
262	12	11	TCO	6	80	50	2
263	13	11	TCO	4	80	50	2
264	14	11	TEI	14	100	50	2
265	15	11	TEI	2	100	50	2
266	16	11	TEI	1	100	50	2
267	17	11	DE	4	50	30	1
268	18	11	DE	4	50	30	1
269	19	11	DE	4	50	30	1
270	20	11	DE	4	50	30	1
271	21	11	DE	4	50	30	1
272	22	11	DE	4	50	30	1
273	23	11	DE	4	50	30	1
274	24	11	DE	4	50	30	1
275	25	11	DE	4	50	30	1
276	1	12	OC	3	30	20	1
277	2	12	OC	3	30	20	1
278	3	12	OC	3	30	20	1
279	4	12	OC	3	30	20	1
280	5	12	OC	3	30	20	1
281	6	12	OC	3	30	20	1
282	7	12	OC	3	30	20	1
283	8	12	OC	3	30	20	1
284	9	12	OC	3	30	20	1
285	10	12	TCO	12	80	50	2
286	11	12	TCO	13	80	50	2
287	12	12	TCO	6	80	50	2
288	13	12	TCO	4	80	50	2
289	14	12	TEI	14	100	50	2
290	15	12	TEI	2	100	50	2
291	16	12	TEI	1	100	50	2
292	17	12	DE	4	50	30	1
293	18	12	DE	4	50	30	1
294	19	12	DE	4	50	30	1
295	20	12	DE	4	50	30	1
296	21	12	DE	4	50	30	1
297	22	12	DE	4	50	30	1
298	23	12	DE	4	50	30	1
299	24	12	DE	4	50	30	1
300	25	12	DE	4	50	30	1
301	1	13	OC	3	30	20	1
302	2	13	OC	3	30	20	1
303	3	13	OC	3	30	20	1
304	4	13	OC	3	30	20	1
305	5	13	OC	3	30	20	1
306	6	13	OC	3	30	20	1
307	7	13	OC	3	30	20	1
308	8	13	OC	3	30	20	1
309	9	13	OC	3	30	20	1
310	10	13	TCO	12	80	50	2
311	11	13	TCO	13	80	50	2
312	12	13	TCO	6	80	50	2
313	13	13	TCO	4	80	50	2
314	14	13	TEI	14	100	50	2
315	15	13	TEI	2	100	50	2
316	16	13	TEI	1	100	50	2
317	17	13	DE	4	50	30	1
318	18	13	DE	4	50	30	1
319	19	13	DE	4	50	30	1
320	20	13	DE	4	50	30	1
321	21	13	DE	4	50	30	1
322	22	13	DE	4	50	30	1
323	23	13	DE	4	50	30	1
324	24	13	DE	4	50	30	1
325	25	13	DE	4	50	30	1
326	1	14	OC	3	30	20	1
327	2	14	OC	3	30	20	1
328	3	14	OC	3	30	20	1
329	4	14	OC	3	30	20	1
330	5	14	OC	3	30	20	1
331	6	14	OC	3	30	20	1
332	7	14	OC	3	30	20	1
333	8	14	OC	3	30	20	1
334	9	14	OC	3	30	20	1
335	10	14	TCO	12	80	50	2
336	11	14	TCO	13	80	50	2
337	12	14	TCO	6	80	50	2
338	13	14	TCO	4	80	50	2
339	14	14	TEI	14	100	50	2
340	15	14	TEI	2	100	50	2
341	16	14	TEI	1	100	50	2
342	17	14	DE	4	50	30	1
343	18	14	DE	4	50	30	1
344	19	14	DE	4	50	30	1
345	20	14	DE	4	50	30	1
346	21	14	DE	4	50	30	1
347	22	14	DE	4	50	30	1
348	23	14	DE	4	50	30	1
349	24	14	DE	4	50	30	1
350	25	14	DE	4	50	30	1
351	1	15	OC	3	30	20	1
352	2	15	OC	3	30	20	1
353	3	15	OC	3	30	20	1
354	4	15	OC	3	30	20	1
355	5	15	OC	3	30	20	1
356	6	15	OC	3	30	20	1
357	7	15	OC	3	30	20	1
358	8	15	OC	3	30	20	1
359	9	15	OC	3	30	20	1
360	10	15	TCO	12	80	50	2
361	11	15	TCO	13	80	50	2
362	12	15	TCO	6	80	50	2
363	13	15	TCO	4	80	50	2
364	14	15	TEI	14	100	50	2
365	15	15	TEI	2	100	50	2
366	16	15	TEI	1	100	50	2
367	17	15	DE	4	50	30	1
368	18	15	DE	4	50	30	1
369	19	15	DE	4	50	30	1
370	20	15	DE	4	50	30	1
371	21	15	DE	4	50	30	1
372	22	15	DE	4	50	30	1
373	23	15	DE	4	50	30	1
374	24	15	DE	4	50	30	1
375	25	15	DE	4	50	30	1
376	1	16	OC	3	30	20	1
377	2	16	OC	3	30	20	1
378	3	16	OC	3	30	20	1
379	4	16	OC	3	30	20	1
380	5	16	OC	3	30	20	1
381	6	16	OC	3	30	20	1
382	7	16	OC	3	30	20	1
383	8	16	OC	3	30	20	1
384	9	16	OC	3	30	20	1
385	10	16	TCO	12	80	50	2
386	11	16	TCO	13	80	50	2
387	12	16	TCO	6	80	50	2
388	13	16	TCO	4	80	50	2
389	14	16	TEI	14	100	50	2
390	15	16	TEI	2	100	50	2
391	16	16	TEI	1	100	50	2
392	17	16	DE	4	50	30	1
393	18	16	DE	4	50	30	1
394	19	16	DE	4	50	30	1
395	20	16	DE	4	50	30	1
396	21	16	DE	4	50	30	1
397	22	16	DE	4	50	30	1
398	23	16	DE	4	50	30	1
399	24	16	DE	4	50	30	1
400	25	16	DE	4	50	30	1
401	1	17	OC	3	30	20	1
402	2	17	OC	3	30	20	1
403	3	17	OC	3	30	20	1
404	4	17	OC	3	30	20	1
405	5	17	OC	3	30	20	1
406	6	17	OC	3	30	20	1
407	7	17	OC	3	30	20	1
408	8	17	OC	3	30	20	1
409	9	17	OC	3	30	20	1
410	10	17	TCO	12	80	50	2
411	11	17	TCO	13	80	50	2
412	12	17	TCO	6	80	50	2
413	13	17	TCO	4	80	50	2
414	14	17	TEI	14	100	50	2
415	15	17	TEI	2	100	50	2
416	16	17	TEI	1	100	50	2
417	17	17	DE	4	50	30	1
418	18	17	DE	4	50	30	1
419	19	17	DE	4	50	30	1
420	20	17	DE	4	50	30	1
421	21	17	DE	4	50	30	1
422	22	17	DE	4	50	30	1
423	23	17	DE	4	50	30	1
424	24	17	DE	4	50	30	1
425	25	17	DE	4	50	30	1
426	1	18	OC	3	30	20	1
427	2	18	OC	3	30	20	1
428	3	18	OC	3	30	20	1
429	4	18	OC	3	30	20	1
430	5	18	OC	3	30	20	1
431	6	18	OC	3	30	20	1
432	7	18	OC	3	30	20	1
433	8	18	OC	3	30	20	1
434	9	18	OC	3	30	20	1
435	10	18	TCO	12	80	50	2
436	11	18	TCO	13	80	50	2
437	12	18	TCO	6	80	50	2
438	13	18	TCO	4	80	50	2
439	14	18	TEI	14	100	50	2
440	15	18	TEI	2	100	50	2
441	16	18	TEI	1	100	50	2
442	17	18	DE	4	50	30	1
443	18	18	DE	4	50	30	1
444	19	18	DE	4	50	30	1
445	20	18	DE	4	50	30	1
446	21	18	DE	4	50	30	1
447	22	18	DE	4	50	30	1
448	23	18	DE	4	50	30	1
449	24	18	DE	4	50	30	1
450	25	18	DE	4	50	30	1
451	1	19	OC	3	30	20	1
452	2	19	OC	3	30	20	1
453	3	19	OC	3	30	20	1
454	4	19	OC	3	30	20	1
455	5	19	OC	3	30	20	1
456	6	19	OC	3	30	20	1
457	7	19	OC	3	30	20	1
458	8	19	OC	3	30	20	1
459	9	19	OC	3	30	20	1
460	10	19	TCO	12	80	50	2
461	11	19	TCO	13	80	50	2
462	12	19	TCO	6	80	50	2
463	13	19	TCO	4	80	50	2
464	14	19	TEI	14	100	50	2
465	15	19	TEI	2	100	50	2
466	16	19	TEI	1	100	50	2
467	17	19	DE	4	50	30	1
468	18	19	DE	4	50	30	1
469	19	19	DE	4	50	30	1
470	20	19	DE	4	50	30	1
471	21	19	DE	4	50	30	1
472	22	19	DE	4	50	30	1
473	23	19	DE	4	50	30	1
474	24	19	DE	4	50	30	1
475	25	19	DE	4	50	30	1
476	1	20	OC	3	30	20	1
477	2	20	OC	3	30	20	1
478	3	20	OC	3	30	20	1
479	4	20	OC	3	30	20	1
480	5	20	OC	3	30	20	1
481	6	20	OC	3	30	20	1
482	7	20	OC	3	30	20	1
483	8	20	OC	3	30	20	1
484	9	20	OC	3	30	20	1
485	10	20	TCO	12	80	50	2
486	11	20	TCO	13	80	50	2
487	12	20	TCO	6	80	50	2
488	13	20	TCO	4	80	50	2
489	14	20	TEI	14	100	50	2
490	15	20	TEI	2	100	50	2
491	16	20	TEI	1	100	50	2
492	17	20	DE	4	50	30	1
493	18	20	DE	4	50	30	1
494	19	20	DE	4	50	30	1
495	20	20	DE	4	50	30	1
496	21	20	DE	4	50	30	1
497	22	20	DE	4	50	30	1
498	23	20	DE	4	50	30	1
499	24	20	DE	4	50	30	1
500	25	20	DE	4	50	30	1
501	1	21	OC	3	30	20	1
502	2	21	OC	3	30	20	1
503	3	21	OC	3	30	20	1
504	4	21	OC	3	30	20	1
505	5	21	OC	3	30	20	1
506	6	21	OC	3	30	20	1
507	7	21	OC	3	30	20	1
508	8	21	OC	3	30	20	1
509	9	21	OC	3	30	20	1
510	10	21	TCO	12	80	50	2
511	11	21	TCO	13	80	50	2
512	12	21	TCO	6	80	50	2
513	13	21	TCO	4	80	50	2
514	14	21	TEI	14	100	50	2
515	15	21	TEI	2	100	50	2
516	16	21	TEI	1	100	50	2
517	17	21	DE	4	50	30	1
518	18	21	DE	4	50	30	1
519	19	21	DE	4	50	30	1
520	20	21	DE	4	50	30	1
521	21	21	DE	4	50	30	1
522	22	21	DE	4	50	30	1
523	23	21	DE	4	50	30	1
524	24	21	DE	4	50	30	1
525	25	21	DE	4	50	30	1
526	1	22	OC	3	30	20	1
527	2	22	OC	3	30	20	1
528	3	22	OC	3	30	20	1
529	4	22	OC	3	30	20	1
530	5	22	OC	3	30	20	1
531	6	22	OC	3	30	20	1
532	7	22	OC	3	30	20	1
533	8	22	OC	3	30	20	1
534	9	22	OC	3	30	20	1
535	10	22	TCO	12	80	50	2
536	11	22	TCO	13	80	50	2
537	12	22	TCO	6	80	50	2
538	13	22	TCO	4	80	50	2
539	14	22	TEI	14	100	50	2
540	15	22	TEI	2	100	50	2
541	16	22	TEI	1	100	50	2
542	17	22	DE	4	50	30	1
543	18	22	DE	4	50	30	1
544	19	22	DE	4	50	30	1
545	20	22	DE	4	50	30	1
546	21	22	DE	4	50	30	1
547	22	22	DE	4	50	30	1
548	23	22	DE	4	50	30	1
549	24	22	DE	4	50	30	1
550	25	22	DE	4	50	30	1
551	1	23	OC	3	30	20	1
552	2	23	OC	3	30	20	1
553	3	23	OC	3	30	20	1
554	4	23	OC	3	30	20	1
555	5	23	OC	3	30	20	1
556	6	23	OC	3	30	20	1
557	7	23	OC	3	30	20	1
558	8	23	OC	3	30	20	1
559	9	23	OC	3	30	20	1
560	10	23	TCO	12	80	50	2
561	11	23	TCO	13	80	50	2
562	12	23	TCO	6	80	50	2
563	13	23	TCO	4	80	50	2
564	14	23	TEI	14	100	50	2
565	15	23	TEI	2	100	50	2
566	16	23	TEI	1	100	50	2
567	17	23	DE	4	50	30	1
568	18	23	DE	4	50	30	1
569	19	23	DE	4	50	30	1
570	20	23	DE	4	50	30	1
571	21	23	DE	4	50	30	1
572	22	23	DE	4	50	30	1
573	23	23	DE	4	50	30	1
574	24	23	DE	4	50	30	1
575	25	23	DE	4	50	30	1
576	1	24	OC	3	30	20	1
577	2	24	OC	3	30	20	1
578	3	24	OC	3	30	20	1
579	4	24	OC	3	30	20	1
580	5	24	OC	3	30	20	1
581	6	24	OC	3	30	20	1
582	7	24	OC	3	30	20	1
583	8	24	OC	3	30	20	1
584	9	24	OC	3	30	20	1
585	10	24	TCO	12	80	50	2
586	11	24	TCO	13	80	50	2
587	12	24	TCO	6	80	50	2
588	13	24	TCO	4	80	50	2
589	14	24	TEI	14	100	50	2
590	15	24	TEI	2	100	50	2
591	16	24	TEI	1	100	50	2
592	17	24	DE	4	50	30	1
593	18	24	DE	4	50	30	1
594	19	24	DE	4	50	30	1
595	20	24	DE	4	50	30	1
596	21	24	DE	4	50	30	1
597	22	24	DE	4	50	30	1
598	23	24	DE	4	50	30	1
599	24	24	DE	4	50	30	1
600	25	24	DE	4	50	30	1
601	1	25	OC	3	30	20	1
602	2	25	OC	3	30	20	1
603	3	25	OC	3	30	20	1
604	4	25	OC	3	30	20	1
605	5	25	OC	3	30	20	1
606	6	25	OC	3	30	20	1
607	7	25	OC	3	30	20	1
608	8	25	OC	3	30	20	1
609	9	25	OC	3	30	20	1
610	10	25	TCO	12	80	50	2
611	11	25	TCO	13	80	50	2
612	12	25	TCO	6	80	50	2
613	13	25	TCO	4	80	50	2
614	14	25	TEI	14	100	50	2
615	15	25	TEI	2	100	50	2
616	16	25	TEI	1	100	50	2
617	17	25	DE	4	50	30	1
618	18	25	DE	4	50	30	1
619	19	25	DE	4	50	30	1
620	20	25	DE	4	50	30	1
621	21	25	DE	4	50	30	1
622	22	25	DE	4	50	30	1
623	23	25	DE	4	50	30	1
624	24	25	DE	4	50	30	1
625	25	25	DE	4	50	30	1
626	1	26	OC	3	30	20	1
627	2	26	OC	3	30	20	1
628	3	26	OC	3	30	20	1
629	4	26	OC	3	30	20	1
630	5	26	OC	3	30	20	1
631	6	26	OC	3	30	20	1
632	7	26	OC	3	30	20	1
633	8	26	OC	3	30	20	1
634	9	26	OC	3	30	20	1
635	10	26	TCO	12	80	50	2
636	11	26	TCO	13	80	50	2
637	12	26	TCO	6	80	50	2
638	13	26	TCO	4	80	50	2
639	14	26	TEI	14	100	50	2
640	15	26	TEI	2	100	50	2
641	16	26	TEI	1	100	50	2
642	17	26	DE	4	50	30	1
643	18	26	DE	4	50	30	1
644	19	26	DE	4	50	30	1
645	20	26	DE	4	50	30	1
646	21	26	DE	4	50	30	1
647	22	26	DE	4	50	30	1
648	23	26	DE	4	50	30	1
649	24	26	DE	4	50	30	1
650	25	26	DE	4	50	30	1
651	1	27	OC	3	30	20	1
652	2	27	OC	3	30	20	1
653	3	27	OC	3	30	20	1
654	4	27	OC	3	30	20	1
655	5	27	OC	3	30	20	1
656	6	27	OC	3	30	20	1
657	7	27	OC	3	30	20	1
658	8	27	OC	3	30	20	1
659	9	27	OC	3	30	20	1
660	10	27	TCO	12	80	50	2
661	11	27	TCO	13	80	50	2
662	12	27	TCO	6	80	50	2
663	13	27	TCO	4	80	50	2
664	14	27	TEI	14	100	50	2
665	15	27	TEI	2	100	50	2
666	16	27	TEI	1	100	50	2
667	17	27	DE	4	50	30	1
668	18	27	DE	4	50	30	1
669	19	27	DE	4	50	30	1
670	20	27	DE	4	50	30	1
671	21	27	DE	4	50	30	1
672	22	27	DE	4	50	30	1
673	23	27	DE	4	50	30	1
674	24	27	DE	4	50	30	1
675	25	27	DE	4	50	30	1
676	1	28	OC	3	30	20	1
677	2	28	OC	3	30	20	1
678	3	28	OC	3	30	20	1
679	4	28	OC	3	30	20	1
680	5	28	OC	3	30	20	1
681	6	28	OC	3	30	20	1
682	7	28	OC	3	30	20	1
683	8	28	OC	3	30	20	1
684	9	28	OC	3	30	20	1
685	10	28	TCO	12	80	50	2
686	11	28	TCO	13	80	50	2
687	12	28	TCO	6	80	50	2
688	13	28	TCO	4	80	50	2
689	14	28	TEI	14	100	50	2
690	15	28	TEI	2	100	50	2
691	16	28	TEI	1	100	50	2
692	17	28	DE	4	50	30	1
693	18	28	DE	4	50	30	1
694	19	28	DE	4	50	30	1
695	20	28	DE	4	50	30	1
696	21	28	DE	4	50	30	1
697	22	28	DE	4	50	30	1
698	23	28	DE	4	50	30	1
699	24	28	DE	4	50	30	1
700	25	28	DE	4	50	30	1
701	1	29	OC	3	30	20	1
702	2	29	OC	3	30	20	1
703	3	29	OC	3	30	20	1
704	4	29	OC	3	30	20	1
705	5	29	OC	3	30	20	1
706	6	29	OC	3	30	20	1
707	7	29	OC	3	30	20	1
708	8	29	OC	3	30	20	1
709	9	29	OC	3	30	20	1
710	10	29	TCO	12	80	50	2
711	11	29	TCO	13	80	50	2
712	12	29	TCO	6	80	50	2
713	13	29	TCO	4	80	50	2
714	14	29	TEI	14	100	50	2
715	15	29	TEI	2	100	50	2
716	16	29	TEI	1	100	50	2
717	17	29	DE	4	50	30	1
718	18	29	DE	4	50	30	1
719	19	29	DE	4	50	30	1
720	20	29	DE	4	50	30	1
721	21	29	DE	4	50	30	1
722	22	29	DE	4	50	30	1
723	23	29	DE	4	50	30	1
724	24	29	DE	4	50	30	1
725	25	29	DE	4	50	30	1
726	1	30	OC	3	30	20	1
727	2	30	OC	3	30	20	1
728	3	30	OC	3	30	20	1
729	4	30	OC	3	30	20	1
730	5	30	OC	3	30	20	1
731	6	30	OC	3	30	20	1
732	7	30	OC	3	30	20	1
733	8	30	OC	3	30	20	1
734	9	30	OC	3	30	20	1
735	10	30	TCO	12	80	50	2
736	11	30	TCO	13	80	50	2
737	12	30	TCO	6	80	50	2
738	13	30	TCO	4	80	50	2
739	14	30	TEI	14	100	50	2
740	15	30	TEI	2	100	50	2
741	16	30	TEI	1	100	50	2
742	17	30	DE	4	50	30	1
743	18	30	DE	4	50	30	1
744	19	30	DE	4	50	30	1
745	20	30	DE	4	50	30	1
746	21	30	DE	4	50	30	1
747	22	30	DE	4	50	30	1
748	23	30	DE	4	50	30	1
749	24	30	DE	4	50	30	1
750	25	30	DE	4	50	30	1
751	1	31	OC	3	30	20	1
752	2	31	OC	3	30	20	1
753	3	31	OC	3	30	20	1
754	4	31	OC	3	30	20	1
755	5	31	OC	3	30	20	1
756	6	31	OC	3	30	20	1
757	7	31	OC	3	30	20	1
758	8	31	OC	3	30	20	1
759	9	31	OC	3	30	20	1
760	10	31	TCO	12	80	50	2
761	11	31	TCO	13	80	50	2
762	12	31	TCO	6	80	50	2
763	13	31	TCO	4	80	50	2
764	14	31	TEI	14	100	50	2
765	15	31	TEI	2	100	50	2
766	16	31	TEI	1	100	50	2
767	17	31	DE	4	50	30	1
768	18	31	DE	4	50	30	1
769	19	31	DE	4	50	30	1
770	20	31	DE	4	50	30	1
771	21	31	DE	4	50	30	1
772	22	31	DE	4	50	30	1
773	23	31	DE	4	50	30	1
774	24	31	DE	4	50	30	1
775	25	31	DE	4	50	30	1
776	1	32	OC	3	30	20	1
777	2	32	OC	3	30	20	1
778	3	32	OC	3	30	20	1
779	4	32	OC	3	30	20	1
780	5	32	OC	3	30	20	1
781	6	32	OC	3	30	20	1
782	7	32	OC	3	30	20	1
783	8	32	OC	3	30	20	1
784	9	32	OC	3	30	20	1
785	10	32	TCO	12	80	50	2
786	11	32	TCO	13	80	50	2
787	12	32	TCO	6	80	50	2
788	13	32	TCO	4	80	50	2
789	14	32	TEI	14	100	50	2
790	15	32	TEI	2	100	50	2
791	16	32	TEI	1	100	50	2
792	17	32	DE	4	50	30	1
793	18	32	DE	4	50	30	1
794	19	32	DE	4	50	30	1
795	20	32	DE	4	50	30	1
796	21	32	DE	4	50	30	1
797	22	32	DE	4	50	30	1
798	23	32	DE	4	50	30	1
799	24	32	DE	4	50	30	1
800	25	32	DE	4	50	30	1
801	1	33	OC	3	30	20	1
802	2	33	OC	3	30	20	1
803	3	33	OC	3	30	20	1
804	4	33	OC	3	30	20	1
805	5	33	OC	3	30	20	1
806	6	33	OC	3	30	20	1
807	7	33	OC	3	30	20	1
808	8	33	OC	3	30	20	1
809	9	33	OC	3	30	20	1
810	10	33	TCO	12	80	50	2
